Key,Tags
4.3.12,"Sternschaltung, Aufbau, Strangende, Netzverbindung"
4.3.13,"Sternschaltung, Motoranschluss, Kontaktbrücken, Drehstrommotor"
4.3.14,"Sternschaltung, Leiterspannung, Strangspannung, Verkettungsfaktor"
4.3.15,"Dreieckschaltung, Beschreibung, Strangverbindung, Netzstruktur"
4.3.16,"Dreieckschaltung, Motoranschluss, Spulenanschluss, Drehstrommotor"
4.3.17,"Verkettung, Sternschaltung, Dreieckschaltung, Drehstromsystem"
4.3.18,"Dreieckschaltung, Leiterspannung, Strangspannung, Netzstruktur"
4.3.19,"Verkettungsfaktor, Sternschaltung, Dreieckschaltung, Spannung, Stromverhältnis"
4.3.20,"Drehstrommotor, Sternschaltung, Dreieckschaltung, Spannungsebenen"
4.3.21,"Drehstrommotor, Typenschild, Dreieckschaltung, Nennspannung"
4.3.22,"Leistungsberechnung, Sternschaltung, Dreieckschaltung, Drehstrom"
4.3.23,"Leistungsänderung, Schaltungsarten, Sternschaltung, Dreieckschaltung, Drehstrom"
4.3.24,"Stern-Dreieck-Transformation, Formeln, Schaltungsberechnung, Impedanztransformation"
4.3.25,"Leistungsverhältnisse, Sternschaltung, Dreieckschaltung, Drehstrommotor"
4.3.26,"Stern-Dreieck-Transformation, Impedanz, Schaltungsberechnung, Drehstrom"
4.3.27,"Unsymmetrische Sternschaltung, 3-Leiter-Netz, Drehstrom, Maschenregel"
4.3.28,"Gemischte Schaltung, Drehstrom, Impedanz, Leiterstrom"
4.3.29,"Wechselstrommotor, Kondensatordimensionierung, Leistungsberechnung, Steinmetzschaltung"
4.3.30,"Drehstrommotor, Schaltstufen, Leistungsaufnahme, Stromberechnung"
4.3.31,"E-Herd, Leistungsberechnung, Leiterstrom, Symmetrische Last"
4.3.32,"Drehstromsystem, Sternschaltung, Dreieckschaltung, Widerstand, Kapazität"
4.3.33,"Drehstromnetz, Sternschaltung, Leiterstrom, Blindleistung, Scheinleistung, Wirkleistung"
4.3.34,"Leitungsunterbrechung, Sternschaltung, Schaltbild, Drehstromnetz"
4.3.35,"Leitungsunterbrechung, Dreieckschaltung, Schaltbild, Drehstromnetz"
4.3.36,"Leitungsunterbrechung, Sternschaltung, Leistungsänderung, Drehstromsystem"
4.3.37,"Leitungsunterbrechung, Dreieckschaltung, Leistungsänderung, Drehstromsystem"
4.3.38,"Leitungsunterbrechung, Sternschaltung, Leistungsberechnung, Stromberechnung"
4.3.39,"Leistungsmessung, Drei-Wattmeter-Methode, unsymmetrische Last, 4-Leiter-System"
4.3.40,"Leistungsmessung, Drei-Wattmeter-Methode, unsymmetrische Last, 3-Leiter-System"
4.3.41,"Leistungsmessung, Zwei-Wattmeter-Methode, unsymmetrische Last"
4.3.42,"Leistungsmessung, Ein-Wattmeter-Methode, symmetrische Last"
4.3.43,"Leistungsmessung, Ein-Wattmeter-Methode, symmetrische Last"
4.3.44,"Leistungsmessung, Berechnung, 4-Leiter-System, Leistungsberechnung, unsymmetrische Last"
5.1.1,"Basisschutz, Fehlerschutz, Zusatzschutz, Schutzmaßnahmen, elektrische Sicherheit, Kontaktspannung, Fehlerstromschutzschaltung"
5.1.2,"PEN-Leiter, Nullung, Schutzmaßnahmen, Erdung, elektrische Sicherheit, Kennzeichnung, Potentialausgleich"
5.1.3,"Nullung, Fehlerstrom, Schutzmaßnahmen, Überstrom-Schutzeinrichtung, Abschaltzeit, elektrische Sicherheit"
5.1.4,"Nullungsbedingungen, Schutzmaßnahmen, Erdung, Ausschaltbedingungen, Verlegungsbedingungen, elektrische Sicherheit"
5.1.5,"Ausschaltbedingungen, Nullung, Schutzmaßnahmen, Kurzschluss, Abschaltzeit, Überstrom-Schutzeinrichtungen"
5.1.6,"Erdungsbedingungen, Nullung, Betriebserder, Anlagenerder, Schutzmaßnahmen, elektrische Sicherheit"
5.1.7,"Verlegungsbedingungen, PEN-Leiter, Querschnittsfläche, Überspannungsschutz, elektrische Sicherheit, Schutzmaßnahmen"
5.1.8,"Netzsystem, TN-Netz, TN-C-S-Netz, Nullung, Schutzmaßnahmen, PEN-Leiter"
5.1.9,"Nullung, TN-Netz, Nullungsbedingungen, elektrische Sicherheit, Netzbetreiber, Anlagenverordnung"
5.1.10,"Vor- und Nachteile, Nullung, Schutzmaßnahmen, Abschaltströme, Berührungsspannung, Betriebssicherheit"
5.1.11,"Vorschriften, Nullung, Schutzmaßnahmen, Hauptpotentialausgleich, Nullungsverbindung, elektrische Sicherheit"
5.1.12,"PEN-Leiter, Spannungsverschleppung, Betriebsausfall, Fehlerspannung, elektrische Sicherheit, Nullung"
5.1.13,"Elektrounfall, Erste Hilfe, Stromschlag, elektrische Sicherheit, Notfallmaßnahmen, Notruf"
5.1.14,"Elektrounfall, Stromfluss, Gesundheitsrisiken, Muskelverkrampfungen, Herzstillstand, Verbrennungen"
5.1.15,"Mensch im Stromkreis, Stromschlag, Stromstärke, Frequenz, Körperimpedanz, elektrische Sicherheit"
5.1.16,"Körperimpedanz, elektrischer Widerstand, Berührungsfläche, Feuchtigkeit, Stromart, Frequenz, elektrische Sicherheit"
5.1.17,"leitende Räume, Erdung, Widerstand, Körperschluss, elektrische Sicherheit, Stromunfall"
5.1.18,"Sicherheitsregeln, elektrische Anlagen, Freischalten, Erden, Kurzschließen, Spannungsfreiheit, Arbeitsschutz"
5.1.19,"Erste Hilfe, Facharbeiter, Stromunfall, Arbeitsschutz, Notfallmaßnahmen, Sicherheitskenntnisse"
5.1.20,"Erste Hilfe, Wunden, Desinfektion, keimfreier Verband, medizinische Versorgung, Arbeitsschutz"
5.1.21,"Erste Hilfe, Schlagaderblutung, Druckverband, Blutstillung, Notruf, Arbeitsschutz"
5.1.22,"Erste Hilfe, Brandwunden, Kühlung, Wundversorgung, Arbeitsschutz, Verbrennung"
5.1.23,"Erste Hilfe, Knochenbruch, Ruhigstellung, Gliedmaßen, Arbeitsschutz, Notfallmaßnahmen"
5.1.24,"Erste Hilfe, Wirbelsäulenverletzung, Ruhigstellung, Notfallmaßnahmen, Arbeitsschutz"
5.1.25,"Erste Hilfe, Bewusstlosigkeit, stabile Seitenlage, Atmungskontrolle, Arbeitsschutz"
5.1.26,"Erste Hilfe, Wiederbelebung, Herzstillstand, Notruf, Arbeitsschutz"
5.1.27,"Schaltkästen, Elektromotoren, Wartung, Verunreinigungen, elektrische Anlagen, Inspektion"
5.1.28,"Leitungsdimensionierung, Spannungsabfall, Ohmsches Gesetz, elektrische Leitungen, Querschnitt, Strombelastung"
5.1.29,"Leitungsschutzschalter, Typ B, Typ C, Typ D, Auslöse-Charakteristik, Kurzschluss, thermische Auslösung, magnetische Auslösung"
5.1.30,"Körperschluss, Isolationsfehler, Basisisolation, elektrische Sicherheit, Fehlerstrom, leitende Verbindung"
5.1.31,"Kurzschluss, aktive Leiter, Stromkreis, elektrische Sicherheit, hohe Ströme, Fehlerursachen"
5.1.32,"Leiterschluss, Fehlerstromkreis, Verbraucher, elektrische Sicherheit, Fehlerursachen, leitende Verbindung"
5.1.33,"Erdschluss, Isolationsfehler, aktive Teile, geerdete Teile, Fehlerstrom, elektrische Sicherheit"
5.1.34,"Fehlerspannung, Isolationsfehler, leitfähige Teile, Bezugserde, elektrische Sicherheit"
5.1.35,"Erdspannung, Erder, Bezugserde, Stromfluss, Spannung, elektrische Sicherheit"
5.1.36,"Berührungsspannung, menschlicher Körper, Stromfluss, Fehlerspannung, elektrische Sicherheit"
5.1.37,"Schutzmaßnahmen, Spannung, elektrische Sicherheit, Wechselspannung, Gleichspannung, Spannungsgrenzen"
5.1.38,"Berührungsspannung, gefährliche Spannung, Menschen, Nutztiere, Wechselspannung, Gleichspannung"
5.1.39,"Netzformen, Transformatorsternpunkt, Erdung, TN-S-Netz, TN-C-Netz, TT-Netz, elektrische Sicherheit"
5.1.40,"Netzformen, Transformatorsternpunkt, IT-Netz, ungeerdet, elektrische Sicherheit"
5.1.41,"Netzformen, Schutzleiter, Neutralleiter, kombiniert, TN-C-Netz, TN-C-C-Netz, PEN-Leiter"
5.1.42,"Netzformen, Schutzleiter, Neutralleiter, getrennt, TN-S-Netz, TN-C-S-Netz, TT-Netz, PEN-Leiter"
5.1.43,"Netzformen, Körper, Betriebserder, Schutzleiter, TN-S-Netz, TN-C-S-Netz"
5.1.44,"Netzformen, Körper, Betriebserder, PEN-Leiter, TN-C-Netz, TN-C-S-Netz"
5.1.45,"Netzformen, Körper, direkt geerdet, TT-Netz, IT-Netz"
5.1.46,"Netzformen, Isolierung, aktive Teile, Erde, IT-Netz"
5.1.47,"Fehlerarten, Erdschluss, Elektromotor, Fehlerstrom, elektrische Sicherheit"
5.1.48,"Fehlerarten, Kurzschluss, Drehstromverbraucher, Fehlerstrom, elektrische Sicherheit"
5.1.49,"Fehlerarten, Kurzschluss, Phasen, Elektromotor, Fehlerstrom, elektrische Sicherheit"
5.1.50,"Fehlerarten, Körperschluss, Verbraucher, Person, elektrische Sicherheit"
5.1.51,"Fehlerarten, Leiterschluss, Schalter, Glühlampe, elektrische Sicherheit"
5.1.52,"Fehlerarten, Erdschluss, Schutzleiter, Elektromotor, elektrische Sicherheit"
5.1.53,"Fehlerfall, Berührungsspannung, Maschine, Erde, elektrische Sicherheit"
5.1.54,"Fehlerfall, Fehlerspannung, Maschine, Erde, elektrische Sicherheit"
5.1.55,"Fehlerfall, Berührungsspannung, Lampe, Wasserhahn, elektrische Sicherheit"
5.1.56,"Fehlerfall, Berührungsspannung, Gerät, Herd, elektrische Sicherheit"
5.1.57,"Fehlerfall, Erderspannung, Hochspannungsmast, Bezugserde, elektrische Sicherheit"
5.1.58,"Fehlerfall, Schrittspannung, Erdung, Spannungsabfall, elektrische Sicherheit"
5.1.59,"Schutzeinrichtungen, TN-Netz, Überstromschutz, Fehlerschutz, elektrische Sicherheit"
5.1.60,"Netzsystem, TN-C-S-System, Skizze, Schutzleiter, Neutralleiter, elektrische Sicherheit"
5.1.61,"Netzsystem, TT-System, Skizze, Schutzmaßnahmen, Erdung, elektrische Sicherheit"
5.1.62,"Netzsystem, IT-System, Skizze, Isolierung, Schutzmaßnahmen, elektrische Sicherheit"
5.1.63,"Erdung, Vertikalerder, Ausbreitungswiderstand, Berechnung, elektrische Sicherheit"
5.1.64,"Berührungsschutz, direkte Berührung, indirekte Berührung, Isolationsfehler, elektrische Sicherheit"
5.1.65,"Schutzmaßnahmen, Überlastschutz, Kurzschlussschutz, elektrische Sicherheit, Brandschutz"
5.1.66,"Fehlerstromschutz, Fehlerstromschutzeinrichtungen, Typ AC, Typ A, Typ B, elektrische Sicherheit"
5.1.67,"Schutzmaßnahmen, Überlastschutz, Kurzschlussschutz, Anordnung, elektrische Sicherheit"
5.1.68,"Leitungsdimensionierung, Mindestquerschnitt, mechanische Festigkeit, elektrische Sicherheit, Installation"
5.1.69,"Leitungsdimensionierung, Mindestquerschnitt, Überstromschutz, Betriebssicherheit, elektrische Sicherheit"
5.1.70,"Leitungsdimensionierung, Mindestquerschnitt, Spannungsabfall, Berechnung, elektrische Sicherheit"
5.1.71,"Motoranschluss, Anlaufstrom, Rückwirkungen auf das Netz, Motorschutz, Leitungsbemessung"
5.1.72,"Vorsicherungen, Motoranlauf, Sterndreieckanlauf, direkte Einschaltung, Dimensionierung"
5.1.73,"Motorschutz, Motorschutzschalter, Thermorelais, elektronische Motorschutzrelais, Leitungsschutz"
5.1.74,"Fehlerschutz, Schutzisolierung, Schutzkleinspannung, Schutztrennung, elektrische Sicherheit"
5.1.75,"Fehlerschutz, Nullung, Fehlerstrom-Schutzschalter, Schutzerdung, elektrische Sicherheit"
5.1.76,"Schutzklassen, Schutzklasse 1, elektrische Sicherheit, Symbole"
5.1.77,"Schutzklassen, Schutzklasse 2, elektrische Sicherheit, Symbole"
5.1.78,"Schutzklassen, Schutzklasse 3, elektrische Sicherheit, Symbole"
5.1.79,"Schutzklassen, Schutzklasse 3, Stecker, elektrische Sicherheit"
5.1.80,"Schutzleiter, Personenschutz, grün-gelb, Fehlerstrom, elektrische Sicherheit"
5.1.81,"Schutzleiter, Mindestquerschnitt, Dimensionierung, elektrische Sicherheit"
5.1.82,"Schutzisolierung, Standortisolierung, Betriebsmittelisolierung, elektrische Sicherheit"
5.1.83,"Schutzisolierung, schutzisolierte Geräte, Schutzleiter, elektrische Sicherheit"
5.1.84,"Standortisolierung, Schutzmaßnahmen, Isolierung, Personenschutz, elektrische Sicherheit"
5.1.85,"Standortisolierung, Bedingungen, Isolierung, elektrische Sicherheit, Schutzmaßnahmen"
5.1.86,"Funktionskleinspannung, Schutzmaßnahmen, elektrische Sicherheit, Niederspannung"
5.1.87,"Schutztrennung, Bedingungen, Trenntrafo, elektrische Sicherheit"
5.1.88,"Nullung, Ausschaltzeiten, Schutzmaßnahmen, elektrische Sicherheit"
5.1.89,"PEN-Leiter, Kennzeichnung, elektrische Sicherheit, Leitungssysteme"
5.1.90,"Nullung, Vorteile, Schutzmaßnahmen, elektrische Sicherheit"
5.1.91,"Nullung, Nachteile, Schutzmaßnahmen, elektrische Sicherheit"
5.1.92,"Nullung, Unterschiede, klassische Nullung, moderne Nullung, elektrische Sicherheit"
5.1.93,"Summenstromwandler, FI-Schalter, Fehlerstromschutz, elektrische Sicherheit"
5.1.94,"FI-Schalter, Bemessungsstrom, Auswahlkriterien, elektrische Sicherheit"
5.1.95,"FI-Schalter, Bemessungsspannung, Auswahlkriterien, elektrische Sicherheit"
5.1.96,"FI-Schalter, Bemessungsfehlerstrom, Fehlerstromschutz, elektrische Sicherheit"
5.1.97,"FI-Schalter, Sensitivität, Schutzmaßnahmen, elektrische Sicherheit, Fehlerstromschutz"
5.1.98,"FI-Schalter, AC-Sensitivität, Wechselstromschutz, elektrische Sicherheit"
5.1.99,"FI-Schalter, A-Sensitivität, Wechselstrom- und Pulsstromschutz, elektrische Sicherheit"
5.1.100,"FI-Schalter, B-Sensitivität, Allstromschutz, elektrische Sicherheit"
5.1.101,"FI-Schalter, Auslösecharakteristik, Hausinstallation, Zusatzschutz, elektrische Sicherheit"
5.1.102,"FI-Schalter, Auslösecharakteristik, G-Kennzeichnung, Zusatzschutz, Betriebssicherheit"
5.1.103,"FI-Schalter, Auslösecharakteristik, S-Kennzeichnung, Fehlerschutz, Überspannungsschutz"
5.1.104,"FI-Schalter, TN-Netz, Zusatzschutz, Brandschutz, Nullung"
5.1.105,"Erder, Erdausbreitungswiderstand, Erdung, spezifischer Widerstand, elektrische Sicherheit"
5.1.106,"Erder, Erdungswiderstand, Ausbreitungswiderstand, elektrische Sicherheit, Erdung"
5.1.107,"Erder, Spannungstrichter, Spannungsverlauf, elektrische Sicherheit, Erdung"
5.1.108,"Spannungstrichter, Schrittspannung, Erderspannung, elektrische Sicherheit, Personenschutz"
5.1.109,"Erder, Erder-Arten, Erdung, elektrische Sicherheit, Fundamenterder, Steuererder"
5.1.110,"Horizontalerder, Ringerder, Strahlenerder, Erdung, elektrische Sicherheit"
5.1.111,"Vertikalerder, Erdung, elektrische Sicherheit, tiefliegende Erdschichten, Horizontalerder"
5.1.112,"Schutzart, Betriebsmittel, Gehäuseschutz, Fremdkörperschutz, Wasserschutz"
5.1.113,"IP-Code, Schutzart, Fremdkörperschutz, Gehäuseschutz, Berührungsschutz"
5.1.114,"IP-Code, Schutzart, Wasserschutz, Gehäuseschutz"
5.1.115,"IP-Code, Schutzart, Gehäuseschutz, Zugänglichkeit gefährlicher Teile"
5.1.116,"IP54, Schutzart, Staubschutz, Spritzwasserschutz, Gehäuseschutz"
5.1.117,"IP20, Schutzart, Gehäuseschutz, Staubschutz, Einsatzbereich"
5.1.118,"Schmelzsicherung, Schutzgeräte, Funktionsweise, Stromkreisunterbrechung, elektrische Sicherheit"
5.2.1,"Leitungsverlegung, Mantelleitungen, Stegleitungen, Erdkabel, Einzeladerleitungen, Busleitungen, KNX, Telefonleitungen, Koaxialleitungen"
5.2.2,"Leitungsverlegung, Auslegung, Isolierung, mechanische Belastung, thermische Belastung"
5.2.3,"Stegleitungen, Verlegung, Trockene Räume, Brandschutz, Putzverlegung"
5.2.4,"Leitungsverlegung, Kennzeichnung, Internationale Normen, Nationale Normen, DIN VDE 0250"
5.2.5,"Abkürzungen, Leitungsverlegung, RM, RE, SM, SE"
5.2.6,"Erdkabel, Verlegetiefe, Bodenbeschaffenheit, Verlegung"
5.2.7,"Kabelschutz, Leitungsverlegung, Schläuche, Rohre, Kanäle, Putz"
5.2.8,"Leitungsverlegung, Verlegearten, Fehlersuche, Installation, Orientierung"
5.2.9,"Mantelleitungen, Kabelkanäle, Installationsrohre, Putzverlegung, Schutz"
5.2.10,"Neutralleiter, Schutzleiter, PEN-Leiter, Farben, Elektroinstallation"
5.2.11,"Schütz, Elektromagnetischer Schalter, Lastkreis, Steuerkreise"
5.2.12,"Schütz, Relais, Leistungsunterschiede, Drehstrommotoren, Schaltleistung"
5.2.13,"Schütz, Hauptkontakte, Laststromkreis, Schließer"
5.2.14,"Schütz, Hilfskontakte, Kontaktverhalten, Schaltverhalten"
5.2.15,"Schütz, Öffner, Schließer, Kontaktbezeichung, NO, NC"
5.2.16,"Isolationsprüfung, Isolierung, Mega-Ohm, Messungen, Sicherheitsprüfung"
5.2.17,"Isolationsmessung, Prüfverfahren, Lichtschalter, Spannungsfreiheit, N-Leiter, Messung"
5.2.18,"Isolationsmessgerät, Prüfspannung, Messung, DC-Spannung, Spannungsebene"
5.2.19,"Isolationsmessung, Gleichspannung, Widerstand, Kapazitive Einflüsse"
5.2.20,"Isolationswiderstand, ÖVE, ÖNORM E 8001, Spannungsebenen, Mindestwerte"
5.2.21,"Anlagenbuch, Dokumente, Anlagendokumentation, Prüfprotokolle, Schaltpläne"
5.2.22,"Anlagenbuch, Aktualisierung, Prüfbericht, Sonderprüfung, Betriebstagebuch"
5.2.23,"Wiederkehrende Prüfung, Prüfintervalle, Prüfungen, Betriebsarten, Anlagentypen"
5.2.24,"Leiterwiderstand, Widerstand, spezifischer Widerstand, Querschnitt, Leiterlänge"
5.2.25,"Spezifischer Widerstand, Materialkonstante, Widerstandsberechnung, Leiterwerkstoff"
5.2.27,"Spezifischer Widerstand, Querschnitt, Leiterlänge, Widerstandberechnung, Formel"
5.2.28,"Leitungswiderstand, Berechnungsformel, Leitfähigkeit, Widerstand"
5.2.29,"Leitungswiderstand, Berechnung, Länge der Leitung, Formel"
5.2.30,"Zählerkonstante, Leistungsschild, Umdrehungen, Verbrauch"
5.2.31,"Leistung, Zähler, Berechnungsformel, elektrischer Verbraucher"
5.2.32,"Schaltpläne, Funktionsbezogene, Ortsbezogene, Verbindungsbezogene, Blockschaltplan, Stromlaufplan, Verdrahtungsplan"
5.2.33,"Leistungsschalter, Motorschutzschalter, Kurzschlussströme, Überlastungsströme, Kennlinie"
5.2.34,"Leitung, Spannungsabfall, Berechnung, Zuleitung, Kupferkabel, Länge"
5.2.35,"Leitung, Dimensionierung, Querschnitt, Drehstromofen, PVC-Mantelleitung, Spannungsabfall"
5.2.36,"Hausanschluss, Ladestation, Leistung, Absicherung, Drehstrom"
5.2.37,"Smart Meter, Ferraris-Zähler, Energieverbrauch, Vollelektronisch, Netzbetreiber"
5.2.38,"Schutzleiter, Anschluss, Gehäuse, Sicherheit, Drehmoment, Fehlerbehebung"
5.2.39,"Elektrotechnikgesetz, ETG, Sicherheit, Normalisierung, Typisierung, Anlagen"
5.2.40,"Fußbodenheizung, Niedrigtemperaturheizung, Trägheit, Temperaturbereich, Heizsystem"
5.2.41,"Radiatorheizung, Hochtemperaturheizung, schnelle Erwärmung, Heizfläche"
5.2.42,"Energie, Speichererwärmung, Wärmeberechnung, Wassermenge, Temperaturerhöhung"
5.2.43,"Trafo, Sammelschienen, Kabelberechnung, Leistungsbilanz, Trafoauswahl, Kabelauswahl"
5.2.44,"Trafo, Sammelschienen, Kabelberechnung, Leistungsbilanz, Reserve, Stromberechnung"
5.2.45,"Leiterklassen, Klasse 1, Klasse 2, Klasse 5, Klasse 6, Drahtarten"
5.3.1,"Kurzwellenausbreitung, Bodenwellen, Raumwellen, Ionosphäre, Frequenzbereich, Funkkommunikation"
5.3.2,"Bodenwellen, elektromagnetische Felder, Erdleitung, Reichweite, Frequenzbereich, Antennen, Erdresistivität"
5.3.3,"Raumwellen, Ionosphäre, Reflexion, Frequenzbereich, weltweite Kommunikation, Mehrfachreflexionen"
5.3.4,"Kritische Frequenz, Ionosphäre, Funkausbreitung, Frequenzgrenzen, Senkrechtlotung"
5.3.5,"MUF, LUF, maximal nutzbare Frequenz, niedrigste nutzbare Frequenz, Ionosphäre, Funkübertragung"
5.3.6,"Fading, Signalstörungen, Feldstärkeschwankungen, Interferenz, Polarisation, Mehrwegeausbreitung"
5.3.7,"Funkwellen, Bodenwellen, Raumwellen, Frequenzbereiche, Ionosphäre, Ausbreitung, Kurzwelle"
5.3.8,"Ionosphäre, Polarisation, Ionisierung, Funkwellen, Frequenzbereich, 30 MHz"
5.3.9,"Fresnelzone, Geländeschnitt, Streckendämpfung, Funkverbindung, Hindernisse, Empfangsort"
5.3.10,"Tote Zone, Skip, Raumwellen, Funkübertragung, Ionosphäre, Reflexion"
5.3.11,"Kurzwelle, Reichweite, Ionosphäre, freie Elektronen, Sendeleistung, Funkkommunikation"
5.3.12,"Kurzer Weg, Langer Weg, Großkreis, Funkverbindung, Ausbreitungsbedingungen+"
5.3.13,"Dämmerungseffekt, Sonnenaufgang, Sonnenuntergang, Ausbreitungsbedingungen, Ionosphäre, Feldstärke"
5.3.14,"Grey-Line, Dämmerungszone, Funkausbreitung, Ionosphäre, Elektronendichte, HF-Bänder"
5.3.15,"Ionosphäre, Elektronenkonzentration, D-Schicht, E-Schicht, F1-Schicht, F2-Schicht, HF-Band, Ausbreitungsregime"
5.3.16,"Ionosphäre, Tagesverlauf, Jahresverlauf, Ionisation, Rekombination, Frequenzbänder, Ionosphärenschichten, Elektronendichte, Sonnenmaximum"
5.3.17,"Kurzwellenausbreitung, Breitengrad, Ionisation, Äquator, Polargebiete, TEP, Ionosphärische Anomalie"
5.3.18,"Sonnenaktivität, Sonnenfleckenrelativzahl, SolarFlux, Sonnenstrahlung, Ionosphäre, Sonnenwind, Polarlichter, Aurora-Effekte"
5.3.19,"Kurzwellen, Ausbreitungszyklen, Tageszyklus, Sonnenfleckenzyklus, Jahresgang, 27-Tage-Rhythmus, Erdfunk"
5.3.20,"Ausbreitungsverhalten, Amateurfunk, Kurzwellen, D-Schicht, Raumwellen, Bodenwellen, MUF (Maximale Nutzbare Frequenz), DX-Bereich"
5.3.21,"Mögl-Dellinger-Effekt, Sonnenereignisse, Sonnenstrahlung, Ionosphäre, Ionosphärische Störungen, SIDs (Sudden Ionospheric Disturbances), D-SchichtDämpfung"
5.3.22,"Wellenlänge, Frequenz, Lichtgeschwindigkeit, Physikalische Formel, Elektromagnetische Wellen"
5.3.23,"Modulation, Amplitudenmodulation, Frequenzmodulation, Pulsweitenmodulation, Funktechnik"
5.3.24,"Pulsweitenmodulation, PWM, Rechtecksignal, Motorsteuerung, Signalmodulation"
5.3.25,"Trägerfrequenz, Modulation, Funktechnik, Signalübertragung, Trägersignal"
5.3.26,"Reichweite, Frequenz, Funksignal, Ausbreitung, Indirekte Proportionalität"
5.3.27,"Dämpfung, Funksignale, Reflexion, Brechung, Streuung, Absorption, Signalverlust"
5.3.28,"Modulation, Funktechnik, Nutzsignal, Trägersignal, Signalübertragung"
5.3.29,"Amplitudenmodulation, Modulation, Trägersignal, Nutzsignal, Informationsübertragung, Signalveränderung"
5.3.30,"Frequenzmodulation, Modulation, Trägersignal, Frequenzänderung, Informationsübertragung, Signalveränderung"
5.3.31,"Kurzwellen, Funktechnik, Radiowellen, Frequenzbereich, Wellenlänge, elektromagnetische Wellen"
5.3.32,"Kurzwellen, Funkkommunikation, Reichweite, Langstreckenkommunikation"
5.3.33,"Kritische Frequenz, Ionosphäre, Funktechnik, Ionosonden, Frequenzmessung, Reflexion"
5.3.34,"MUF, LUF, Maximale Nutzbare Frequenz, Minimale Nutzbare Frequenz, Frequenzfenster, Funktechnik, Ionosphäre"
5.3.35,"Ionosphäre, Funktechnik, Elektronen, Ionen, Funkwellen, Reflexion, Kurzwellen"
5.3.36,"Ionosphäre, Sonnenstrahlung, Jahreszeiten, Tageszeit, Sonnenaktivität, Reflexionsverhalten"
5.3.37,"Mathematik, Funktechnik, Fourier Transformation, Signaltechnik, Frequenzspektren"
5.3.38,"Bluetooth, Funktechnik, Drahtlose Kommunikation, 2,4GHz, Sendeleistung, Anwendungsgebiete"
5.3.39,"Filter, Funktechnik, Tiefpass, Hochpass, Frequenzverhalten, Signalstörung, Filtertypen"
5.3.40,"WLAN, Funktechnik, 2,4GHz, 5GHz, Datenübertragung, Funknetzwerk"
5.3.41,"EMP, Elektromagnetischer Impuls, Strahlung, Sonnenstürme, Atomwaffen, Elektronische Schäden"
5.4.1,"Überschlag, Feldstärke, Luft, Leiterabstand, Überschlagspannung, Trockene Luft"
5.4.2,"Blitzschlag, Gefahren, Brandgefahr, elektrische Leitungen, Blitzschaden, Explosion, feuchtes Holz, feuchte Mauern"
5.4.3,"Blitzschutzanlage, Schutz, Blitzeinschlag, Spannungsableitung, Erdung, Sicherheitsvorkehrungen"
5.4.4,"Blitzschutzsystem, äußerer Blitzschutz, innerer Blitzschutz, Fangvorrichtung, Ableitungsvorrichtung, Erdungsanlage, Potenzialausgleich, Überspannungsableiter, Schirmung"
5.4.5,"Äußere Blitzschutz, Fangvorrichtung, Ableitungsvorrichtung, Erdungsanlage, Blitzableiter, Gebäude Schutz"
5.4.6,"Innere Blitzschutz, Potenzialausgleich, Überspannungsableiter, Funkenbildung, Gebäude Schutz"
5.4.7,"Blitzschutzanlage, Näherungen, Gefahren, Abstand, Metallene Körper, Elektrogeräte, Blitzabsprung, Brandrisiko"
5.4.8,"Überspannungsschutz, Verbraucheranlagen, Schutz, Elektronische Geräte, Überspannungsschutzvorrichtungen"
5.4.9,"Überspannungsschutz, zentrale Schutzvorrichtung, Schutz, mehrere Anlagen, Verbraucheranlagen"
5.4.10,"Überspannungsschutz, innerer Blitzschutz, Spannungsableitung, Blitzeinschlag, Geräteschutz"
5.4.11,"Fangeinrichtungen, Ableitungen, Blitzableiter, Faraday’scher Käfig, Blitzschutz, Einschlagspunkt, Blitzableitung"
5.4.12,"Fangeinrichtungen, Abstand, Blitzschutzklassen, Blitzkugelverfahren, Schutzwinkelverfahren, Maschenweiteverfahren"
5.4.13,"Abstände, Fangeinrichtungen, Blitzschutzklassen, Risiko, Blitzschutzklasse 1"
5.4.14,"Blitzschutzklassen, Blitzschutz, Schutzarten, Risiko, Klassifizierung"
5.4.15,"Trennstelle, Erdungsanlagen, Erdungssysteme, Potenzialunterschiede, Störströme, Sicherheitsanforderungen, Wartungsarbeiten"
5.4.16,"Erdungsanlagen, Typ A, Tiefenerder, Typ B, Ringerder, Erdungssysteme, Erdertypen"
5.4.17,"Blitz, Definition, Wolken, Elektronenaustausch, Ladungen, Elektrisches Feld, Entladung, Erdblitz, Influenz"
5.4.18,"Blitzschutzanlage, Notwendigkeit, Verordnungen, Feuerpolizeiordnung, Gewerbeordnung, Arbeitnehmerschutzverordnung, Bauordnung"
5.4.19,"Blitzschutzanlage, Bestandteile, äußerer Blitzschutz, Fangvorrichtung, Ableitung, Erdungsanlage, innerer Blitzschutz, Potenzialausgleich, Überspannungsableiter"
5.4.20,"Fangeinrichtungen, Definition, Blitzableiter, Einschlagpunkt, Blitzschutz, Dachebene, Metallische Stangen, Seile, Vermaschte Leiter"
5.4.21,"Ableitungen, Blitzstrom, Erdungsanlage, Blitzableitung"
5.4.22,"Blitzstrom, Wirkungen, Thermische Wirkung, Dynamische Wirkung, Akustische Wirkung, Elektromagnetische Wirkung"
